S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6354,21/08/2020,Karnataka,256975,82165,170381,4429
6355,22/08/2020,Karnataka,264546,83082,176942,4522
6356,23/08/2020,Karnataka,271876,82693,184568,4615
6357,24/08/2020,Karnataka,277814,83567,189564,4683
6358,25/08/2020,Karnataka,283665,81230,197625,4810
6359,26/08/2020,Karnataka,291826,82429,204439,4958
6360,27/08/2020,Karnataka,300406,83627,211688,5091
6361,28/08/2020,Karnataka,309792,85006,219554,5232
6362,29/08/2020,Karnataka,318752,86366,227018,5368
6363,30/08/2020,Karnataka,327076,86465,235128,5483
6364,31/08/2020,Karnataka,335928,88110,242229,5589
6365,01/09/2020,Karnataka,342423,87254,249467,5702
6366,02/09/2020,Karnataka,351481,91018,254626,5837
6367,03/09/2020,Karnataka,361341,94478,260913,5950
6368,04/09/2020,Karnataka,370206,96117,268035,6054
6369,05/09/2020,Karnataka,379486,99120,274196,6170
6370,06/09/2020,Karnataka,389232,99636,283298,6298
6371,07/09/2020,Karnataka,398551,99285,292873,6393
6372,08/09/2020,Karnataka,404324,97020,300770,6534
6373,09/09/2020,Karnataka,412190,96937,308573,6680
6374,10/09/2020,Karnataka,421730,99489,315433,6808
6375,11/09/2020,Karnataka,430947,101556,322454,6937
6376,12/09/2020,Karnataka,440411,98345,334999,7067
6377,13/09/2020,Karnataka,449551,97834,344556,7161
6378,14/09/2020,Karnataka,459445,99222,352958,7265
6379,15/09/2020,Karnataka,467689,98482,361823,7384
6380,16/09/2020,Karnataka,475265,98555,369229,7481
6381,17/09/2020,Karnataka,484990,101645,375809,7536
6382,18/09/2020,Karnataka,494356,103650,383077,7629
6383,19/09/2020,Karnataka,502982,101148,394026,7808
6384,20/09/2020,Karnataka,511346,98583,404841,7922
6385,21/09/2020,Karnataka,519537,98062,413452,8023
6386,22/09/2020,Karnataka,526876,95354,423377,8145
6387,23/09/2020,Karnataka,533850,93172,432450,8228
6388,24/09/2020,Karnataka,540847,94671,437910,8266
6389,25/09/2020,Karnataka,548557,95568,444658,8331
6390,26/09/2020,Karnataka,557212,98493,450302,8417
6391,27/09/2020,Karnataka,566023,101801,455719,8503
6392,28/09/2020,Karnataka,575566,104743,462241,8582
6393,29/09/2020,Karnataka,582458,104067,469750,8641
6394,30/09/2020,Karnataka,592911,107756,476378,8777
6395,01/10/2020,Karnataka,601767,107635,485268,8864
6396,02/10/2020,Karnataka,611837,110431,492412,8994
6397,03/10/2020,Karnataka,620630,112005,499506,9119
6398,04/10/2020,Karnataka,630516,112802,508495,9219
6399,05/10/2020,Karnataka,640661,115593,515782,9286
6400,06/10/2020,Karnataka,647712,115496,522846,9370
6401,07/10/2020,Karnataka,657705,115170,533074,9461
6402,08/10/2020,Karnataka,668652,116172,542906,9574
6403,09/10/2020,Karnataka,679356,117162,552519,9675
6404,10/10/2020,Karnataka,690269,118870,561610,9789
6405,11/10/2020,Karnataka,700786,120948,569947,9891
6406,12/10/2020,Karnataka,710309,120289,580054,9966
6407,13/10/2020,Karnataka,717915,115795,592084,10036
6408,14/10/2020,Karnataka,726106,113478,602505,10123
6409,15/10/2020,Karnataka,735371,114006,611167,10198
6410,16/10/2020,Karnataka,743848,113557,620008,10283
6411,17/10/2020,Karnataka,751390,112446,628588,10356
6412,18/10/2020,Karnataka,758574,110666,637481,10427
6413,19/10/2020,Karnataka,765586,109283,645825,10478
6414,20/10/2020,Karnataka,770604,106233,653829,10542
6415,21/10/2020,Karnataka,776901,103964,662329,10608
6416,22/10/2020,Karnataka,782773,100459,671618,10696
6417,23/10/2020,Karnataka,788551,92946,684835,10770
6418,24/10/2020,Karnataka,793907,89502,693584,10821
6419,25/10/2020,Karnataka,798378,86768,700737,10873
6420,26/10/2020,Karnataka,802817,81069,710843,10905
6421,27/10/2020,Karnataka,805947,75442,719558,10947
6422,28/10/2020,Karnataka,809638,71349,727298,10991
6423,29/10/2020,Karnataka,812784,68180,733558,11046
6424,30/10/2020,Karnataka,816809,64499,741219,11091
6425,31/10/2020,Karnataka,820398,59518,749740,11140
6426,01/11/2020,Karnataka,823412,55036,757208,11168
6427,02/11/2020,Karnataka,827064,50611,765261,11192
6428,03/11/2020,Karnataka,829640,44824,773595,11221
6429,04/11/2020,Karnataka,832396,40414,780735,11247
6430,05/11/2020,Karnataka,835773,35712,788780,11281
6431,06/11/2020,Karnataka,838929,33114,794503,11312
6432,07/11/2020,Karnataka,841889,33338,797204,11347
6433,08/11/2020,Karnataka,844147,33339,799439,11369
6434,09/11/2020,Karnataka,846887,33697,801799,11391
6435,10/11/2020,Karnataka,848850,32955,804485,11410
6436,11/11/2020,Karnataka,851212,31082,808700,11430
6437,12/11/2020,Karnataka,853796,30762,811581,11453
6438,13/11/2020,Karnataka,855912,29489,814949,11474
6439,14/11/2020,Karnataka,857928,28045,818392,11491
6440,15/11/2020,Karnataka,860082,27984,820590,11508
6441,16/11/2020,Karnataka,861647,27165,822953,11529
6442,17/11/2020,Karnataka,862804,26122,825141,11541
6443,18/11/2020,Karnataka,864140,25342,827241,11557
6444,19/11/2020,Karnataka,865931,25165,829188,11578
6445,20/11/2020,Karnataka,867780,25188,830988,11604
6446,21/11/2020,Karnataka,869561,24771,833169,11621
6447,22/11/2020,Karnataka,871342,24733,834968,11641
6448,23/11/2020,Karnataka,873046,24887,836505,11654
6449,24/11/2020,Karnataka,874555,24727,838150,11678
6450,25/11/2020,Karnataka,876425,24631,840099,11695
6451,26/11/2020,Karnataka,878055,24909,841432,11714
6452,27/11/2020,Karnataka,879560,25335,842499,11726
6453,28/11/2020,Karnataka,881086,25398,843950,11738
6454,29/11/2020,Karnataka,882608,24776,846082,11750
6455,30/11/2020,Karnataka,883899,24522,847612,11765
6456,01/12/2020,Karnataka,884897,23298,849821,11778
6457,02/12/2020,Karnataka,886227,23728,850707,11792
6458,03/12/2020,Karnataka,887667,24169,851690,11808
6459,04/12/2020,Karnataka,889113,24708,852584,11821
6460,05/12/2020,Karnataka,890360,25065,853461,11834
6461,06/12/2020,Karnataka,891685,24978,854861,11846
6462,07/12/2020,Karnataka,893006,25400,855750,11856
6463,08/12/2020,Karnataka,894004,24786,857351,11867
6464,09/12/2020,Karnataka,895284,25034,858370,11880
6465,10/12/2020,Karnataka,896563,23075,861588,11900
6466,11/12/2020,Karnataka,897801,19225,866664,11912
6467,12/12/2020,Karnataka,899011,18612,868471,11928
6468,13/12/2020,Karnataka,900214,18273,870002,11939
6469,14/12/2020,Karnataka,901410,17428,872038,11944
6470,15/12/2020,Karnataka,902240,16084,874202,11954
6471,17/12/2020,Karnataka,904665,15495,877199,11971
6472,18/12/2020,Karnataka,905901,15224,878696,11981
6473,19/12/2020,Karnataka,907123,15399,879735,11989
6474,20/12/2020,Karnataka,908275,14389,881882,12004
6475,21/12/2020,Karnataka,909469,14516,882944,12009
6476,22/12/2020,Karnataka,910241,14020,884205,12016
6477,23/12/2020,Karnataka,911382,14012,885341,12029
6478,24/12/2020,Karnataka,912340,13755,886547,12038
6479,25/12/2020,Karnataka,913483,13629,887815,12039
6480,26/12/2020,Karnataka,914488,13527,888917,12044
6481,27/12/2020,Karnataka,915345,13413,889881,12051
6482,28/12/2020,Karnataka,916256,13099,891095,12062
6483,29/12/2020,Karnataka,916909,12566,892273,12070
6484,30/12/2020,Karnataka,917571,11880,893617,12074
6485,31/12/2020,Karnataka,918544,11629,894834,12081
6486,03/01/2021,Karnataka,921128,10853,898176,12099
6487,04/01/2021,Karnataka,921938,10912,898919,12107
6488,05/01/2021,Karnataka,922538,10226,900202,12110
6489,06/01/2021,Karnataka,923353,9656,901579,12118
6490,07/01/2021,Karnataka,924137,9196,902817,12124
6491,08/01/2021,Karnataka,924898,9138,903629,12131
6492,09/01/2021,Karnataka,925868,9448,904286,12134
6493,10/01/2021,Karnataka,926767,9471,905158,12138
6494,11/01/2021,Karnataka,927559,9668,905751,12140
6495,12/01/2021,Karnataka,928055,9363,906548,12144
6496,13/01/2021,Karnataka,928806,8928,907729,12149
6497,14/01/2021,Karnataka,929552,8906,908494,12152
6498,15/01/2021,Karnataka,929960,8747,909058,12155
6499,16/01/2021,Karnataka,930668,8809,909701,12158
6500,17/01/2021,Karnataka,931252,8713,910377,12162
6501,18/01/2021,Karnataka,931997,8599,911232,12166
6502,19/01/2021,Karnataka,932432,8052,912205,12175
6503,20/01/2021,Karnataka,933077,7884,913012,12181
6504,21/01/2021,Karnataka,933578,7716,913677,12185
6505,22/01/2021,Karnataka,934252,7573,914492,12187
6506,23/01/2021,Karnataka,934576,7004,915382,12190
6507,24/01/2021,Karnataka,935478,7361,915924,12193
6508,25/01/2021,Karnataka,936051,7529,916325,12197
6509,27/01/2021,Karnataka,936955,6652,918099,12204
6510,28/01/2021,Karnataka,937383,6317,918859,12207
6511,29/01/2021,Karnataka,937933,6221,919503,12209
6512,30/01/2021,Karnataka,938401,6080,920110,12211
6513,31/01/2021,Karnataka,938865,5995,920657,12213
6514,01/02/2021,Karnataka,939387,6048,921122,12217
6515,02/02/2021,Karnataka,939775,5963,921592,12220
6516,03/02/2021,Karnataka,940170,5943,922004,12223
6517,04/02/2021,Karnataka,940596,5934,922437,12225
6518,05/02/2021,Karnataka,941070,5936,922907,12227
6519,06/02/2021,Karnataka,941500,5893,923377,12230
6520,07/02/2021,Karnataka,942031,5987,923811,12233
6521,08/02/2021,Karnataka,942518,5978,924304,12236
6522,09/02/2021,Karnataka,942846,5953,924654,12239
6523,10/02/2021,Karnataka,943212,5804,925167,12241
6524,11/02/2021,Karnataka,943627,5894,925489,12244
6525,12/02/2021,Karnataka,944057,5977,925829,12251
6526,13/02/2021,Karnataka,944437,5944,926234,12259
6527,14/02/2021,Karnataka,944856,5929,926664,12263
6528,15/02/2021,Karnataka,945270,5855,927150,12265
6529,16/02/2021,Karnataka,945638,5791,927580,12267
6530,17/02/2021,Karnataka,946076,5879,927924,12273
6531,18/02/2021,Karnataka,946454,5717,928461,12276
6532,19/02/2021,Karnataka,946860,5811,928767,12282
6533,20/02/2021,Karnataka,947246,5901,929058,12287
6534,21/02/2021,Karnataka,947736,5997,929447,12292
6535,22/02/2021,Karnataka,948149,6055,929800,12294
6536,23/02/2021,Karnataka,948466,6080,930087,12299
6537,24/02/2021,Karnataka,948849,6081,930465,12303
6538,25/02/2021,Karnataka,949183,6096,930778,12309
6539,26/02/2021,Karnataka,949636,5595,931725,12316
6540,27/02/2021,Karnataka,950207,5520,932367,12320
6541,01/03/2021,Karnataka,951251,5823,933097,12331
6542,02/03/2021,Karnataka,951600,5843,933421,12336
6543,03/03/2021,Karnataka,952037,5964,933730,12343
6544,04/03/2021,Karnataka,952565,6076,934143,12346
6545,06/03/2021,Karnataka,953813,6393,935066,12354
6546,07/03/2021,Karnataka,954393,6613,935421,12359
6547,08/03/2021,Karnataka,955015,6881,935772,12362
6548,09/03/2021,Karnataka,955451,6834,936250,12367
6549,10/03/2021,Karnataka,956041,7052,936616,12373
6550,11/03/2021,Karnataka,956801,7475,936947,12379
6551,13/03/2021,Karnataka,958417,8133,937898,12386
6552,14/03/2021,Karnataka,959338,8061,938890,12387
6553,15/03/2021,Karnataka,960272,8383,939499,12390
6554,16/03/2021,Karnataka,961204,8879,939928,12397
6555,17/03/2021,Karnataka,962339,9447,940489,12403
6556,18/03/2021,Karnataka,963614,10239,940968,12407
6557,19/03/2021,Karnataka,965102,11378,941309,12415
6558,20/03/2021,Karnataka,966689,12086,942178,12425
6559,21/03/2021,Karnataka,968487,12847,943208,12432
6560,22/03/2021,Karnataka,970202,13512,944256,12434
6561,23/03/2021,Karnataka,971647,14286,944917,12444
6562,24/03/2021,Karnataka,973657,15614,945594,12449
6563,25/03/2021,Karnataka,975955,16905,946589,12461
6564,27/03/2021,Karnataka,981044,19572,948988,12484
6565,28/03/2021,Karnataka,983930,21271,950167,12492
6566,29/03/2021,Karnataka,987012,23056,951452,12504
6567,30/03/2021,Karnataka,989804,23868,953416,12520
6568,31/03/2021,Karnataka,992779,25560,954678,12541
6569,01/04/2021,Karnataka,997004,28267,956170,12567
6570,02/04/2021,Karnataka,1001238,30884,957769,12585
6571,03/04/2021,Karnataka,1006229,34238,959400,12591
6572,04/04/2021,Karnataka,1010602,36633,961359,12610
6573,05/04/2021,Karnataka,1015155,39111,963419,12625
6574,06/04/2021,Karnataka,1020434,42502,965275,12657
6575,07/04/2021,Karnataka,1026584,45126,968762,12696
6576,08/04/2021,Karnataka,1033560,49273,971556,12731
6577,09/04/2021,Karnataka,1040130,53414,973949,12767
6578,10/04/2021,Karnataka,1048085,58103,977169,12813
6579,11/04/2021,Karnataka,1055040,61672,980519,12849
6580,12/04/2021,Karnataka,1065290,69244,983157,12889
6581,13/04/2021,Karnataka,1074869,76004,985924,12941
6582,14/04/2021,Karnataka,1083647,78636,992003,13008
6583,15/04/2021,Karnataka,1094912,85499,996367,13046
6584,16/04/2021,Karnataka,1109650,96580,999958,13112
6585,17/04/2021,Karnataka,1124509,107334,1003985,13190
6586,18/04/2021,Karnataka,1141998,119179,1009549,13270
6587,19/04/2021,Karnataka,1161065,133562,1014152,13351
6588,20/04/2021,Karnataka,1176850,142103,1021250,13497
6589,21/04/2021,Karnataka,1198644,159177,1025821,13646
6590,22/04/2021,Karnataka,1222202,176207,1032233,13762
6591,12/03/2020,Kerala,17,14,3,0
6592,13/03/2020,Kerala,17,14,3,0
6593,14/03/2020,Kerala,19,16,3,0
6594,15/03/2020,Kerala,22,19,3,0
6595,16/03/2020,Kerala,23,20,3,0
6596,17/03/2020,Kerala,26,23,3,0
6597,18/03/2020,Kerala,27,24,3,0
6598,19/03/2020,Kerala,27,24,3,0
6599,20/03/2020,Kerala,28,25,3,0
6600,21/03/2020,Kerala,40,37,3,0
6601,22/03/2020,Kerala,52,49,3,0
6602,23/03/2020,Kerala,67,64,3,0
6603,24/03/2020,Kerala,95,91,4,0
6604,25/03/2020,Kerala,95,91,4,0
6605,26/03/2020,Kerala,118,114,4,0
6606,27/03/2020,Kerala,137,126,11,0
6607,28/03/2020,Kerala,176,165,11,0
6608,29/03/2020,Kerala,182,166,15,1
6609,30/03/2020,Kerala,194,174,19,1
6610,31/03/2020,Kerala,234,214,19,1
6611,01/04/2020,Kerala,241,216,23,2
6612,02/04/2020,Kerala,265,238,25,2
6613,03/04/2020,Kerala,286,257,27,2
6614,04/04/2020,Kerala,295,252,41,2
6615,05/04/2020,Kerala,306,255,49,2
6616,06/04/2020,Kerala,314,257,55,2
6617,07/04/2020,Kerala,327,267,58,2
6618,08/04/2020,Kerala,336,264,70,2
6619,09/04/2020,Kerala,345,260,83,2
6620,10/04/2020,Kerala,357,259,96,2
6621,11/04/2020,Kerala,364,239,123,2
6622,12/04/2020,Kerala,364,239,123,2
6623,13/04/2020,Kerala,376,195,179,2
6624,14/04/2020,Kerala,379,178,198,3
6625,15/04/2020,Kerala,387,173,211,3
6626,16/04/2020,Kerala,388,167,218,3
6627,17/04/2020,Kerala,395,147,245,3
6628,18/04/2020,Kerala,396,138,255,3
6629,19/04/2020,Kerala,400,140,257,3
6630,20/04/2020,Kerala,402,129,270,3
6631,21/04/2020,Kerala,408,114,291,3
6632,22/04/2020,Kerala,427,117,307,3
6633,23/04/2020,Kerala,438,112,323,3
6634,24/04/2020,Kerala,447,120,324,3
6635,25/04/2020,Kerala,450,116,331,3
6636,26/04/2020,Kerala,457,115,338,4
6637,27/04/2020,Kerala,458,116,338,4
6638,28/04/2020,Kerala,481,122,355,4
6639,29/04/2020,Kerala,485,122,359,4
6640,30/04/2020,Kerala,495,122,369,4
6641,01/05/2020,Kerala,497,110,383,4
6642,02/05/2020,Kerala,497,101,392,4
6643,03/05/2020,Kerala,499,95,400,4
6644,04/05/2020,Kerala,500,95,401,4
6645,05/05/2020,Kerala,500,34,462,4
6646,06/05/2020,Kerala,502,36,462,4
6647,07/05/2020,Kerala,503,30,469,4
6648,08/05/2020,Kerala,503,25,474,4
6649,09/05/2020,Kerala,503,15,484,4
6650,10/05/2020,Kerala,505,16,485,4
6651,11/05/2020,Kerala,512,19,489,4
6652,12/05/2020,Kerala,519,26,489,4
6653,13/05/2020,Kerala,524,31,489,4
6654,14/05/2020,Kerala,534,40,490,4
6655,15/05/2020,Kerala,560,65,491,4
6656,16/05/2020,Kerala,576,80,492,4
6657,17/05/2020,Kerala,587,88,495,4
6658,18/05/2020,Kerala,601,100,497,4
6659,19/05/2020,Kerala,630,129,497,4
6660,20/05/2020,Kerala,642,141,497,4
6661,21/05/2020,Kerala,666,160,502,4
6662,22/05/2020,Kerala,690,176,510,4
6663,23/05/2020,Kerala,732,216,512,4
6664,24/05/2020,Kerala,795,276,515,4
6665,25/05/2020,Kerala,847,322,521,4
6666,26/05/2020,Kerala,896,359,532,5
6667,27/05/2020,Kerala,963,415,542,6
6668,28/05/2020,Kerala,1004,445,552,7
6669,29/05/2020,Kerala,1088,526,555,7
6670,30/05/2020,Kerala,1150,577,565,8
6671,31/05/2020,Kerala,1208,624,575,9
6672,01/06/2020,Kerala,1269,670,590,9
6673,02/06/2020,Kerala,1326,708,608,10
6674,03/06/2020,Kerala,1412,774,627,11
6675,04/06/2020,Kerala,1494,832,651,11
6676,05/06/2020,Kerala,1588,884,690,14
6677,06/06/2020,Kerala,1699,973,712,14
6678,07/06/2020,Kerala,1807,1030,762,15
6679,08/06/2020,Kerala,1914,1096,803,15
6680,09/06/2020,Kerala,2005,1175,814,16
6681,10/06/2020,Kerala,2096,1232,848,16
6682,11/06/2020,Kerala,2161,1238,905,18
6683,12/06/2020,Kerala,2244,1258,968,18
6684,13/06/2020,Kerala,2322,1303,1000,19
6685,14/06/2020,Kerala,2407,1342,1046,19
6686,15/06/2020,Kerala,2461,1340,1102,19
6687,16/06/2020,Kerala,2543,1348,1175,20
6688,17/06/2020,Kerala,2622,1366,1236,20
6689,18/06/2020,Kerala,2697,1351,1326,20
6690,19/06/2020,Kerala,2794,1358,1415,21
6691,20/06/2020,Kerala,2912,1380,1511,21
6692,21/06/2020,Kerala,3039,1450,1568,21
6693,22/06/2020,Kerala,3172,1490,1661,21
6694,23/06/2020,Kerala,3310,1540,1749,21
6695,24/06/2020,Kerala,3451,1620,1809,22
6696,25/06/2020,Kerala,3603,1693,1888,22
6697,26/06/2020,Kerala,3726,1761,1943,22
6698,27/06/2020,Kerala,3876,1846,2008,22
6699,28/06/2020,Kerala,4071,1939,2110,22
6700,29/06/2020,Kerala,4189,2015,2152,22
6701,30/06/2020,Kerala,4189,2015,2152,22
6702,01/07/2020,Kerala,4442,2112,2306,24
6703,02/07/2020,Kerala,4593,2130,2439,24
6704,03/07/2020,Kerala,4753,2088,2640,25
6705,04/07/2020,Kerala,4964,2098,2841,25
6706,05/07/2020,Kerala,5204,2131,3048,25
6707,06/07/2020,Kerala,5429,2230,3174,25
6708,07/07/2020,Kerala,5622,2254,3341,27
6709,08/07/2020,Kerala,5894,2415,3452,27
6710,09/07/2020,Kerala,6195,2609,3559,27
6711,10/07/2020,Kerala,6534,2799,3708,27
6712,11/07/2020,Kerala,6950,3103,3820,27
6713,12/07/2020,Kerala,7438,3446,3963,29
6714,13/07/2020,Kerala,7873,3747,4095,31
6715,14/07/2020,Kerala,8322,4032,4257,33
6716,15/07/2020,Kerala,8930,4458,4438,34
6717,16/07/2020,Kerala,9553,4884,4634,35
6718,17/07/2020,Kerala,10275,5376,4862,37
6719,18/07/2020,Kerala,11066,6033,4995,38
6720,19/07/2020,Kerala,11659,6420,5199,40
6721,20/07/2020,Kerala,12480,7067,5371,42
6722,21/07/2020,Kerala,13274,7615,5616,43
6723,22/07/2020,Kerala,13994,8060,5890,44
6724,23/07/2020,Kerala,15032,8825,6162,45
6725,24/07/2020,Kerala,16110,9466,6594,50
6726,25/07/2020,Kerala,16995,9379,7562,54
6727,26/07/2020,Kerala,18098,9428,8611,59
6728,27/07/2020,Kerala,19025,9664,9300,61
6729,28/07/2020,Kerala,19727,9619,10045,63
6730,29/07/2020,Kerala,20894,10103,10724,67
6731,30/07/2020,Kerala,21797,10364,11365,68
6732,31/07/2020,Kerala,22303,10074,12159,70
6733,01/08/2020,Kerala,23613,10517,13023,73
6734,02/08/2020,Kerala,24742,10886,13775,81
6735,03/08/2020,Kerala,25911,11366,14463,82
6736,04/08/2020,Kerala,26873,11511,15278,84
6737,05/08/2020,Kerala,27956,11570,16299,87
6738,06/08/2020,Kerala,29151,11524,17533,94
6739,07/08/2020,Kerala,30449,12019,18333,97
6740,08/08/2020,Kerala,31700,12451,19147,102
6741,09/08/2020,Kerala,33120,12152,20862,106
6742,10/08/2020,Kerala,34331,12391,21832,108
6743,11/08/2020,Kerala,35515,12784,22616,115
6744,12/08/2020,Kerala,36932,12770,24042,120
6745,13/08/2020,Kerala,38144,13096,24922,126
6746,14/08/2020,Kerala,39708,13891,25688,129
6747,15/08/2020,Kerala,41277,14146,26992,139
6748,16/08/2020,Kerala,42885,14944,27795,146
6749,17/08/2020,Kerala,44415,15365,28894,156
6750,18/08/2020,Kerala,46140,15946,30025,169
6751,19/08/2020,Kerala,47898,16333,31390,175
6752,20/08/2020,Kerala,50231,17442,32607,182
6753,21/08/2020,Kerala,52199,18184,33824,191
6754,22/08/2020,Kerala,54182,18736,35243,203
6755,23/08/2020,Kerala,56354,19601,36535,218
6756,24/08/2020,Kerala,58262,20394,37645,223
6757,25/08/2020,Kerala,59504,20387,38883,234
6758,26/08/2020,Kerala,61879,21296,40339,244
6759,27/08/2020,Kerala,64355,22408,41690,257
6760,28/08/2020,Kerala,66761,22737,43757,267
6761,29/08/2020,Kerala,69304,23176,45854,274
6762,30/08/2020,Kerala,71701,23342,48079,280
6763,31/08/2020,Kerala,73855,23719,49849,287
6764,01/09/2020,Kerala,75385,23553,51538,294
6765,02/09/2020,Kerala,76525,22578,53649,298
6766,03/09/2020,Kerala,78072,21989,55778,305
6767,04/09/2020,Kerala,79625,21582,57728,315
6768,05/09/2020,Kerala,82104,21334,60444,326
6769,06/09/2020,Kerala,84759,21867,62555,337
6770,07/09/2020,Kerala,87841,22743,64751,347
6771,08/09/2020,Kerala,89489,22133,66997,359
6772,09/09/2020,Kerala,92515,23280,68863,372
6773,10/09/2020,Kerala,95917,24616,70917,384
6774,11/09/2020,Kerala,99266,26292,72578,396
6775,12/09/2020,Kerala,102254,27944,73900,410
6776,13/09/2020,Kerala,105139,28870,75844,425
6777,14/09/2020,Kerala,108278,30140,77699,439
6778,15/09/2020,Kerala,110818,30555,79809,454
6779,16/09/2020,Kerala,114033,31226,82341,466
6780,17/09/2020,Kerala,117863,32775,84608,480
6781,18/09/2020,Kerala,122214,34380,87345,489
6782,19/09/2020,Kerala,126381,35795,90085,501
6783,20/09/2020,Kerala,131005,37535,92951,519
6784,21/09/2020,Kerala,135721,39484,95702,535
6785,22/09/2020,Kerala,138631,39354,98724,553
6786,23/09/2020,Kerala,142756,40453,101731,572
6787,24/09/2020,Kerala,148132,42858,104682,592
6788,25/09/2020,Kerala,154456,45993,107850,613
6789,26/09/2020,Kerala,160933,48967,111331,635
6790,27/09/2020,Kerala,167939,52753,114530,656
6791,28/09/2020,Kerala,175384,56786,117921,677
6792,29/09/2020,Kerala,179922,57957,121268,697
6793,30/09/2020,Kerala,187276,61869,124688,719
6794,01/10/2020,Kerala,196106,67140,128224,742
6795,02/10/2020,Kerala,204241,72418,131052,771
6796,03/10/2020,Kerala,213499,77564,135144,791
6797,04/10/2020,Kerala,221333,80900,139620,813
6798,05/10/2020,Kerala,229886,84579,144471,836
6799,06/10/2020,Kerala,234928,84958,149111,859
6800,07/10/2020,Kerala,242799,87823,154092,884
6801,08/10/2020,Kerala,253405,92246,160253,906
6802,09/10/2020,Kerala,258850,90664,167256,930
6803,10/10/2020,Kerala,268100,91841,175304,955
6804,11/10/2020,Kerala,279855,96003,182874,978
6805,12/10/2020,Kerala,289202,96401,191798,1003
6806,13/10/2020,Kerala,295132,94473,199634,1025
6807,14/10/2020,Kerala,303896,95493,207357,1046
6808,15/10/2020,Kerala,310140,93925,215149,1066
6809,16/10/2020,Kerala,317929,94609,222231,1089
6810,17/10/2020,Kerala,325212,95101,228998,1113
6811,18/10/2020,Kerala,334228,96100,236989,1139
6812,19/10/2020,Kerala,341859,95299,245399,1161
6813,20/10/2020,Kerala,346881,92831,252868,1182
6814,21/10/2020,Kerala,353472,92023,260243,1206
6815,22/10/2020,Kerala,361841,93527,267082,1232
6816,23/10/2020,Kerala,369323,93393,274675,1255
6817,24/10/2020,Kerala,377834,95760,280793,1281
6818,25/10/2020,Kerala,386087,97520,287261,1306
6819,26/10/2020,Kerala,392930,96688,294910,1332
6820,27/10/2020,Kerala,397217,93848,302017,1352
6821,28/10/2020,Kerala,402674,92266,309032,1376
6822,29/10/2020,Kerala,411464,93369,316692,1403
6823,30/10/2020,Kerala,418484,91889,325166,1429
6824,31/10/2020,Kerala,425122,90671,332994,1457
6825,01/11/2020,Kerala,433105,91297,340324,1484
6826,02/11/2020,Kerala,440130,89783,348835,1512
6827,03/11/2020,Kerala,444268,86792,355943,1533
6828,04/11/2020,Kerala,451130,84826,364745,1559
6829,05/11/2020,Kerala,459646,85108,372951,1587
6830,06/11/2020,Kerala,466466,84203,380650,1613
6831,07/11/2020,Kerala,473468,83324,388504,1640
6832,08/11/2020,Kerala,480669,83377,395624,1668
6833,09/11/2020,Kerala,486109,81940,402477,1692
6834,10/11/2020,Kerala,489702,79528,408460,1714
6835,11/11/2020,Kerala,495712,78812,415158,1742
6836,12/11/2020,Kerala,502719,78538,422410,1771
6837,13/11/2020,Kerala,508256,77931,428529,1796
6838,14/11/2020,Kerala,514060,77508,434730,1822
6839,15/11/2020,Kerala,520417,77046,441523,1848
6840,16/11/2020,Kerala,524998,74922,448207,1869
6841,17/11/2020,Kerala,527708,71046,454774,1888
6842,18/11/2020,Kerala,533500,70191,461394,1915
6843,19/11/2020,Kerala,539919,69516,468460,1943
6844,20/11/2020,Kerala,545641,68352,475320,1969
6845,21/11/2020,Kerala,551669,67954,481718,1997
6846,22/11/2020,Kerala,557441,66982,488437,2022
6847,23/11/2020,Kerala,562695,65982,494664,2049
6848,24/11/2020,Kerala,566452,64292,500089,2071
6849,25/11/2020,Kerala,571872,64539,505238,2095
6850,26/11/2020,Kerala,578363,65234,511008,2121
6851,27/11/2020,Kerala,583741,64615,516978,2148
6852,28/11/2020,Kerala,587707,64014,521522,2171
6853,29/11/2020,Kerala,593957,64964,526797,2196
6854,30/11/2020,Kerala,599600,64719,532658,2223
6855,01/12/2020,Kerala,602982,62025,538713,2244
6856,02/12/2020,Kerala,608357,61223,544864,2270
6857,03/12/2020,Kerala,614673,61587,550788,2298
6858,04/12/2020,Kerala,620049,61342,556378,2329
6859,05/12/2020,Kerala,625767,61535,561874,2358
6860,06/12/2020,Kerala,631615,61531,567694,2390
6861,07/12/2020,Kerala,636392,61063,572911,2418
6862,08/12/2020,Kerala,639664,59607,577616,2441
6863,09/12/2020,Kerala,644696,59873,582351,2472
6864,10/12/2020,Kerala,649571,60066,586998,2507
6865,11/12/2020,Kerala,654041,59663,591845,2533
6866,12/12/2020,Kerala,658683,59528,596593,2562
6867,13/12/2020,Kerala,664632,60177,601861,2594
6868,14/12/2020,Kerala,669330,59588,607119,2623
6869,15/12/2020,Kerala,672037,57790,611600,2647
6870,17/12/2020,Kerala,683440,58339,622394,2707
6871,18/12/2020,Kerala,688409,58311,627364,2734
6872,19/12/2020,Kerala,693865,59043,632065,2757
6873,20/12/2020,Kerala,700158,60558,636814,2786
6874,21/12/2020,Kerala,705869,61768,641285,2816
6875,22/12/2020,Kerala,709292,60670,645779,2843
6876,23/12/2020,Kerala,715341,61635,650836,2870
6877,24/12/2020,Kerala,721510,62974,655644,2892
